input_id,round_id,fc1_min_abs_diff,fc1_max_abs_diff,fc1_mean_abs_diff,fc2_min_abs_diff,fc2_max_abs_diff,fc2_mean_abs_diff,fc3_min_abs_diff,fc3_max_abs_diff,fc3_mean_abs_diff,real_input,pred_input
1,1,0.005380570888519287,0.5066468715667725,0.17185820639133453,0.016599684953689575,0.4557810425758362,0.15623992681503296,0.00255739688873291,0.10740041732788086,0.05914270877838135,"[0.0882352963089943, 0.6666666865348816, 0.0, 0.0416666679084301]","[0.11171111464500427, 1.2781224250793457, 0.10852733999490738, 0.3766564428806305]"
1,2,4.4673681259155273e-05,0.28771254420280457,0.1071724072098732,0.005202189087867737,0.2785419225692749,0.07885304093360901,0.004275918006896973,0.04785776138305664,0.02833370491862297,"[0.0882352963089943, 0.6666666865348816, 0.0, 0.0416666679084301]","[-0.1561310887336731, 0.9209632873535156, -0.003171041840687394, 0.37204980850219727]"
1,3,0.0005801469087600708,0.2877976596355438,0.08570621907711029,0.0012011528015136719,0.18631255626678467,0.04457757994532585,0.014094352722167969,0.03880572319030762,0.025007527321577072,"[0.0882352963089943, 0.6666666865348816, 0.0, 0.0416666679084301]","[0.12038464099168777, 0.7994587421417236, 0.24728186428546906, -0.1762283444404602]"
1,4,0.005949199199676514,0.29091113805770874,0.12800298631191254,0.01192939281463623,0.15531229972839355,0.05324115231633186,0.016103625297546387,0.03852677345275879,0.026850979775190353,"[0.0882352963089943, 0.6666666865348816, 0.0, 0.0416666679084301]","[-0.41693952679634094, 0.8161781430244446, 0.040797892957925797, 0.2189629077911377]"
1,5,0.0005544126033782959,0.40410497784614563,0.1318165808916092,0.004334762692451477,0.3062582015991211,0.0868072435259819,0.03950202465057373,0.06205177307128906,0.047084808349609375,"[0.0882352963089943, 0.6666666865348816, 0.0, 0.0416666679084301]","[0.34277287125587463, 0.9458069801330566, 0.27740517258644104, -0.13185910880565643]"
1,6,0.00033727288246154785,0.16307607293128967,0.0726008340716362,0.0030162036418914795,0.24129776656627655,0.07042910158634186,0.013823390007019043,0.03582024574279785,0.025314807891845703,"[0.0882352963089943, 0.6666666865348816, 0.0, 0.0416666679084301]","[0.1192552000284195, 0.8734867572784424, 0.14674420654773712, 0.10737781971693039]"
1,7,0.008707374334335327,0.5159858465194702,0.16407766938209534,0.0005923286080360413,0.4540800452232361,0.12070970982313156,0.0375521183013916,0.07473301887512207,0.058682285249233246,"[0.0882352963089943, 0.6666666865348816, 0.0, 0.0416666679084301]","[-0.2114691287279129, 1.1292707920074463, 0.32975834608078003, 0.11629937589168549]"
1,8,0.0016483962535858154,0.41163358092308044,0.1567380130290985,0.005942285060882568,0.4421554207801819,0.12913630902767181,0.021199464797973633,0.0790863037109375,0.05692887306213379,"[0.0882352963089943, 0.6666666865348816, 0.0, 0.0416666679084301]","[-0.08517959713935852, 1.1720958948135376, 0.24397706985473633, 0.21938185393810272]"
1,9,0.0011320710182189941,0.5353702306747437,0.15746039152145386,0.0027267932891845703,0.27906671166419983,0.0783175379037857,0.030809879302978516,0.05572390556335449,0.041431110352277756,"[0.0882352963089943, 0.6666666865348816, 0.0, 0.0416666679084301]","[0.3394463360309601, 0.8971735835075378, 0.3905591666698456, -0.3785995543003082]"
1,10,0.0011388063430786133,0.2657115161418915,0.09359383583068848,0.006032824516296387,0.2628064751625061,0.06907662749290466,0.022272586822509766,0.04416966438293457,0.032915472984313965,"[0.0882352963089943, 0.6666666865348816, 0.0, 0.0416666679084301]","[-0.1554689109325409, 0.8971558809280396, 0.17074640095233917, 0.14105971157550812]"
1,11,0.0005615055561065674,0.2068594992160797,0.07457400113344193,0.002143561840057373,0.21886855363845825,0.057397861033678055,0.0030641555786132812,0.0238649845123291,0.016474168747663498,"[0.0882352963089943, 0.6666666865348816, 0.0, 0.0416666679084301]","[-0.01277901604771614, 0.8302813768386841, -0.02674027904868126, 0.2988393306732178]"
1,12,0.0027500540018081665,0.41894015669822693,0.11451099812984467,0.001232057809829712,0.2955924868583679,0.07100221514701843,0.026310324668884277,0.051859378814697266,0.0377497673034668,"[0.0882352963089943, 0.6666666865348816, 0.0, 0.0416666679084301]","[0.033449698239564896, 0.8975996971130371, 0.33861851692199707, -0.1672593057155609]"
1,13,0.0012162625789642334,0.3267260193824768,0.09855438768863678,0.0025167278945446014,0.3117446303367615,0.07925187051296234,0.0077741146087646484,0.030471086502075195,0.02021924778819084,"[0.0882352963089943, 0.6666666865348816, 0.0, 0.0416666679084301]","[0.31192857027053833, 0.8630309700965881, -0.15482503175735474, 0.35064631700515747]"
1,14,0.0009984970092773438,0.26212191581726074,0.08832009881734848,0.0011107027530670166,0.23765826225280762,0.06287091970443726,0.0017979145050048828,0.010822415351867676,0.006487488746643066,"[0.0882352963089943, 0.6666666865348816, 0.0, 0.0416666679084301]","[0.44509389996528625, 0.7878877520561218, -0.06046896427869797, 0.13499940931797028]"
