sample_idx,reconstruction_idx,layer_0_min_abs_diff,layer_0_random_abs_diff,layer_0_mean_abs_diff,layer_0_max_abs_diff,layer_1_min_abs_diff,layer_1_random_abs_diff,layer_1_mean_abs_diff,layer_1_max_abs_diff,layer_2_min_abs_diff,layer_2_random_abs_diff,layer_2_mean_abs_diff,layer_2_max_abs_diff,layer_3_min_abs_diff,layer_3_random_abs_diff,layer_3_mean_abs_diff,layer_3_max_abs_diff,layer_4_min_abs_diff,layer_4_random_abs_diff,layer_4_mean_abs_diff,layer_4_max_abs_diff,layer_5_min_abs_diff,layer_5_random_abs_diff,layer_5_mean_abs_diff,layer_5_max_abs_diff,layer_6_min_abs_diff,layer_6_random_abs_diff,layer_6_mean_abs_diff,layer_6_max_abs_diff,layer_7_min_abs_diff,layer_7_random_abs_diff,layer_7_mean_abs_diff,layer_7_max_abs_diff,layer_8_min_abs_diff,layer_8_random_abs_diff,layer_8_mean_abs_diff,layer_8_max_abs_diff,layer_9_min_abs_diff,layer_9_random_abs_diff,layer_9_mean_abs_diff,layer_9_max_abs_diff,layer_10_min_abs_diff,layer_10_random_abs_diff,layer_10_mean_abs_diff,layer_10_max_abs_diff,layer_11_min_abs_diff,layer_11_random_abs_diff,layer_11_mean_abs_diff,layer_11_max_abs_diff,layer_12_min_abs_diff,layer_12_random_abs_diff,layer_12_mean_abs_diff,layer_12_max_abs_diff,layer_13_min_abs_diff,layer_13_random_abs_diff,layer_13_mean_abs_diff,layer_13_max_abs_diff,layer_14_min_abs_diff,layer_14_random_abs_diff,layer_14_mean_abs_diff,layer_14_max_abs_diff,layer_15_min_abs_diff,layer_15_random_abs_diff,layer_15_mean_abs_diff,layer_15_max_abs_diff,layer_16_min_abs_diff,layer_16_random_abs_diff,layer_16_mean_abs_diff,layer_16_max_abs_diff,layer_17_min_abs_diff,layer_17_random_abs_diff,layer_17_mean_abs_diff,layer_17_max_abs_diff,layer_18_min_abs_diff,layer_18_random_abs_diff,layer_18_mean_abs_diff,layer_18_max_abs_diff,layer_19_min_abs_diff,layer_19_random_abs_diff,layer_19_mean_abs_diff,layer_19_max_abs_diff,layer_20_min_abs_diff,layer_20_random_abs_diff,layer_20_mean_abs_diff,layer_20_max_abs_diff,layer_21_min_abs_diff,layer_21_random_abs_diff,layer_21_mean_abs_diff,layer_21_max_abs_diff,layer_22_min_abs_diff,layer_22_random_abs_diff,layer_22_mean_abs_diff,layer_22_max_abs_diff,layer_23_min_abs_diff,layer_23_random_abs_diff,layer_23_mean_abs_diff,layer_23_max_abs_diff,layer_24_min_abs_diff,layer_24_random_abs_diff,layer_24_mean_abs_diff,layer_24_max_abs_diff,layer_25_min_abs_diff,layer_25_random_abs_diff,layer_25_mean_abs_diff,layer_25_max_abs_diff,layer_26_min_abs_diff,layer_26_random_abs_diff,layer_26_mean_abs_diff,layer_26_max_abs_diff,layer_27_min_abs_diff,layer_27_random_abs_diff,layer_27_mean_abs_diff,layer_27_max_abs_diff,layer_28_min_abs_diff,layer_28_random_abs_diff,layer_28_mean_abs_diff,layer_28_max_abs_diff,layer_29_min_abs_diff,layer_29_random_abs_diff,layer_29_mean_abs_diff,layer_29_max_abs_diff,layer_30_min_abs_diff,layer_30_random_abs_diff,layer_30_mean_abs_diff,layer_30_max_abs_diff,layer_31_min_abs_diff,layer_31_random_abs_diff,layer_31_mean_abs_diff,layer_31_max_abs_diff,all_layers_max_diff,all_layers_min_of_max
23,3,3.0517578125e-05,0.399078369140625,0.8076527118682861,6.779296875,3.0517578125e-05,2.276336669921875,0.8356687426567078,755.2421875,3.0517578125e-05,1.32366943359375,0.8339158296585083,759.1357421875,3.0517578125e-05,0.7042236328125,0.8356558680534363,758.738037109375,0.0,0.99835205078125,0.844186544418335,766.09619140625,0.0,1.515777587890625,0.8519294261932373,765.1923828125,0.0,0.7939453125,0.8619569540023804,764.91015625,0.0,0.97869873046875,0.8698927760124207,764.4150390625,0.0,2.0394287109375,0.873462438583374,763.466796875,0.0,0.12371826171875,0.8793227076530457,763.37890625,0.0,1.2713623046875,0.8853672742843628,762.986328125,0.0,0.1259765625,0.8942715525627136,762.044921875,0.0,0.4549560546875,0.888648271560669,762.4453125,0.0,1.82373046875,0.8894219398498535,762.8828125,0.0,0.3131103515625,0.890116274356842,764.001953125,0.0,0.7532958984375,0.8965814709663391,763.755859375,0.0,0.61346435546875,0.9262287616729736,768.439453125,0.0,0.4400634765625,0.9188111424446106,768.521484375,0.0,0.9091796875,0.9639129042625427,770.8623046875,0.0,0.06396484375,0.9961098432540894,771.9111328125,0.0,0.2080078125,1.0588443279266357,770.083984375,0.0,1.366455078125,1.1281652450561523,770.232421875,0.0,1.5380859375,1.1953293085098267,769.3984375,0.0,0.931884765625,1.262736201286316,767.453125,0.0,0.21240234375,1.3536779880523682,767.3125,0.0,2.111328125,1.4482020139694214,767.46484375,0.0,1.407958984375,1.5808844566345215,768.0078125,0.0,2.325927734375,1.6772253513336182,768.01171875,0.0,3.38232421875,1.7968122959136963,767.05859375,0.0,2.7193603515625,1.9127023220062256,756.890625,0.0,0.91259765625,2.164423704147339,777.4453125,0.0,2.7578125,2.653416395187378,527.625,777.4453125,6.779296875
23,4,1.52587890625e-05,2.65264892578125,0.8077199459075928,4.5572509765625,3.814697265625e-06,0.3417091369628906,0.8352794051170349,755.5927734375,1.1444091796875e-05,0.04052734375,0.8330903649330139,759.466796875,0.0,0.588623046875,0.8349427580833435,759.2412109375,4.57763671875e-05,0.6171875,0.8431562781333923,766.119140625,0.0,1.033935546875,0.8502594232559204,765.1171875,0.0,1.60931396484375,0.8598780035972595,764.9931640625,0.0,2.01922607421875,0.8653556108474731,765.03466796875,3.0517578125e-05,0.7347412109375,0.8697981834411621,764.943359375,0.0,0.469757080078125,0.8762192130088806,764.322265625,0.0,1.51361083984375,0.8846931457519531,763.92578125,0.0,0.199951171875,0.890807032585144,764.37109375,0.0,2.43994140625,0.8875003457069397,764.853515625,0.0,0.97222900390625,0.8884308934211731,766.2294921875,0.0,0.3675537109375,0.889583170413971,767.0279541015625,0.0,1.6492919921875,0.8927008509635925,767.0914306640625,0.0,0.275390625,0.9238595962524414,771.86376953125,0.0,0.36376953125,0.9120655655860901,771.246337890625,0.0,0.534423828125,0.9526271224021912,771.762451171875,0.0,1.876708984375,0.9833759665489197,771.841796875,0.0,0.444091796875,1.0422056913375854,771.1943359375,0.0,0.703857421875,1.1055188179016113,771.0302734375,0.0,1.03515625,1.1684232950210571,770.54296875,0.0,0.2821044921875,1.239029884338379,768.25390625,0.0,0.012451171875,1.3175126314163208,767.91796875,0.0,1.48486328125,1.4087495803833008,768.3125,0.0,0.4765625,1.5341482162475586,768.6171875,0.0,0.70819091796875,1.6353148221969604,768.7578125,0.0,3.138671875,1.7497063875198364,767.54296875,0.0,1.0751953125,1.8539831638336182,760.390625,0.0,0.02734375,2.0207459926605225,392.234375,0.0,0.66796875,2.484140634536743,464.431640625,771.86376953125,4.5572509765625
23,5,0.0,0.5121822357177734,0.8061363697052002,4.824420928955078,2.6702880859375e-05,0.0891571044921875,0.8340244889259338,752.9541015625,0.0,0.1182708740234375,0.8318122029304504,756.8876953125,0.0,1.5495147705078125,0.8333371877670288,757.1181640625,1.52587890625e-05,1.4505615234375,0.842901885509491,764.796875,0.0,0.7750244140625,0.8503698110580444,764.70703125,0.0,0.582275390625,0.8647114038467407,764.6591796875,6.103515625e-05,0.4700927734375,0.8733054995536804,763.853515625,0.0,1.4876708984375,0.881232500076294,762.9453125,0.0,0.3282470703125,0.891390323638916,762.181640625,0.0,2.392333984375,0.9036784172058105,761.24609375,0.0,2.2529296875,0.917475700378418,760.0703125,0.0,0.26904296875,0.9185230731964111,760.39453125,0.0,1.3134765625,0.9259253740310669,761.75,0.0,1.1673583984375,0.9329003095626831,762.28125,0.0,0.53271484375,0.9416717886924744,761.60546875,0.0,0.2451171875,0.9760069847106934,766.39453125,0.0,0.19580078125,0.9642114639282227,766.27734375,0.0,0.5224609375,1.0029700994491577,766.234375,0.0,0.942138671875,1.0351814031600952,766.078125,0.0,0.491455078125,1.0944417715072632,764.0703125,0.0,0.2542724609375,1.1530053615570068,765.046875,0.0,1.977783203125,1.2229158878326416,763.34375,0.0,0.05859375,1.2924916744232178,761.921875,0.0,0.229248046875,1.369065523147583,761.875,0.0,2.178466796875,1.4561712741851807,762.1796875,0.0,0.5963134765625,1.5846408605575562,762.375,0.0,1.892578125,1.680031418800354,761.453125,0.0,0.59375,1.8064521551132202,758.6484375,0.0,6.69140625,1.9331094026565552,752.2109375,0.0,4.96875,2.163820743560791,520.375,0.0,1.029296875,2.6674675941467285,512.625,766.39453125,4.824420928955078
23,6,0.0,0.30097198486328125,0.8053879141807556,4.38671875,1.52587890625e-05,1.004058837890625,0.8322941660881042,753.73291015625,6.103515625e-05,0.67889404296875,0.8304160237312317,757.6611328125,6.103515625e-05,0.617919921875,0.832690954208374,757.408203125,0.0,0.75738525390625,0.8413350582122803,765.24169921875,0.0,0.1142578125,0.8480820655822754,764.966796875,0.0,0.5778656005859375,0.8594648241996765,765.1103515625,0.0,0.15460205078125,0.8655313849449158,765.27734375,0.0,0.9951171875,0.871551513671875,765.47607421875,0.0,0.88323974609375,0.8757890462875366,766.306396484375,0.0,0.530242919921875,0.8814945816993713,766.373046875,0.0,1.909423828125,0.8894720673561096,766.1053466796875,0.0,0.69219970703125,0.8838294148445129,766.14892578125,0.0,0.37646484375,0.8835266828536987,766.47216796875,0.0,0.88818359375,0.8817093372344971,766.46630859375,0.0,1.0164794921875,0.8876148462295532,766.2431640625,0.0,1.1671142578125,0.9140599370002747,769.6357421875,0.0,0.470458984375,0.9004691243171692,769.44140625,0.0,0.18359375,0.9440834522247314,770.0,0.0,0.26513671875,0.9839832782745361,769.666015625,0.0,1.5361328125,1.0467928647994995,766.828125,0.0,0.236328125,1.1109120845794678,765.50390625,0.0,0.785400390625,1.1814568042755127,764.8359375,0.0,2.689453125,1.243727207183838,763.203125,0.0,3.421875,1.3308734893798828,760.8671875,0.0,1.2470703125,1.422142744064331,761.390625,0.0,1.07666015625,1.5413527488708496,762.2109375,0.0,0.9873046875,1.6266101598739624,763.078125,0.0,1.6162109375,1.749232530593872,762.8203125,0.0,1.9892578125,1.8716319799423218,755.828125,0.0,5.70703125,2.067479133605957,387.015625,0.0,0.7138671875,2.5342774391174316,568.931640625,770.0,4.38671875
23,7,3.814697265625e-06,0.5633087158203125,0.8032006025314331,6.3994140625,1.52587890625e-05,0.021915435791015625,0.8305167555809021,754.3018798828125,3.0517578125e-05,0.5189208984375,0.8280106782913208,757.70703125,7.62939453125e-06,0.221954345703125,0.829432487487793,757.90185546875,0.0,0.3758544921875,0.837153434753418,765.1494140625,0.0,0.0634765625,0.8433882594108582,765.01318359375,0.0,1.233306884765625,0.8513211607933044,764.7607421875,0.0,0.15289306640625,0.8555036187171936,765.06787109375,0.0,0.735137939453125,0.8535361289978027,765.49169921875,0.0,1.0257568359375,0.8543237447738647,766.39794921875,0.0,0.6519775390625,0.8545970320701599,766.61572265625,0.0,0.3409423828125,0.853452742099762,767.125,0.0,1.7930908203125,0.8415803909301758,767.146484375,0.0,1.3216552734375,0.8362150192260742,768.869140625,0.0,0.427520751953125,0.834113359451294,769.7734375,0.0,1.1499786376953125,0.8363369703292847,769.556640625,0.0,0.2847900390625,0.8611657023429871,772.884765625,0.0,0.3277587890625,0.8508734107017517,771.787109375,0.0,1.9283447265625,0.8930327296257019,772.5546875,0.0,1.84228515625,0.9328017234802246,772.048095703125,0.0,0.241943359375,0.998256504535675,768.83984375,0.0,0.2392578125,1.0698250532150269,767.6171875,0.0,0.756103515625,1.1422511339187622,766.47265625,0.0,1.78125,1.213000774383545,764.3046875,0.0,1.06005859375,1.2972619533538818,764.1953125,0.0,1.95166015625,1.378363847732544,764.4375,0.0,0.0126953125,1.4996980428695679,765.078125,0.0,3.5029296875,1.594348430633545,765.421875,0.0,0.1328125,1.7061772346496582,764.375,0.0,0.625,1.8128259181976318,756.59375,0.0,2.177001953125,1.9850188493728638,387.5234375,0.0,0.537841796875,2.439643144607544,542.431640625,772.884765625,6.3994140625
23,8,0.0,0.4078407287597656,0.8086398839950562,4.8759765625,0.0,0.8974456787109375,0.8364766240119934,752.650390625,6.103515625e-05,0.7213134765625,0.8345014452934265,756.5732421875,0.0,1.5993804931640625,0.8364624381065369,756.427734375,0.0,0.53662109375,0.8454896807670593,764.189453125,0.0,0.509521484375,0.853568971157074,763.783203125,0.0,0.379180908203125,0.8653886318206787,763.353515625,0.0,0.6014404296875,0.8736235499382019,762.609375,0.0,0.1973876953125,0.880128800868988,762.453125,0.0,1.51318359375,0.8872589468955994,762.302734375,0.0,0.92706298828125,0.8940382599830627,762.05859375,0.0,1.1097412109375,0.9026743769645691,761.41015625,0.0,0.67919921875,0.8998468518257141,761.45703125,0.0,0.25433349609375,0.9070903062820435,762.79296875,0.0,0.57666015625,0.909959614276886,763.837890625,0.0,0.1943359375,0.916040301322937,764.01171875,0.0,0.2720947265625,0.9452366232872009,767.830078125,0.0,3.3424072265625,0.9350807666778564,766.484375,0.0,0.094970703125,0.9744524359703064,767.36328125,0.0,1.298828125,1.004530668258667,767.3203125,0.0,0.882080078125,1.0671061277389526,764.8515625,0.0,2.59814453125,1.1300268173217773,763.75,0.0,2.02685546875,1.1924759149551392,762.5703125,0.0,2.43359375,1.2519587278366089,761.078125,0.0,1.443359375,1.3345732688903809,761.28125,0.0,2.83544921875,1.4219790697097778,761.28125,0.0,1.0205078125,1.5419933795928955,761.5859375,0.0,1.832763671875,1.6280317306518555,762.7578125,0.0,0.322265625,1.7317627668380737,761.8984375,0.0,1.9754638671875,1.8270783424377441,754.109375,0.0,0.537109375,2.0082385540008545,382.9375,0.0,2.0546875,2.469438314437866,621.431640625,767.830078125,4.8759765625
23,9,2.288818359375e-05,0.9071502685546875,0.8027209639549255,5.039306640625,7.62939453125e-05,0.084716796875,0.8306792378425598,754.4036865234375,1.52587890625e-05,1.388092041015625,0.828446626663208,758.25634765625,0.0,1.770751953125,0.8306123614311218,758.561279296875,0.0,0.097900390625,0.8396549820899963,765.81298828125,0.0,1.8638916015625,0.847977340221405,765.8989868164062,0.0,0.2735748291015625,0.8594527244567871,765.41259765625,0.0,0.46826171875,0.8677138686180115,765.06201171875,6.103515625e-05,0.5506591796875,0.8740801811218262,764.77734375,0.0,1.46368408203125,0.8811388611793518,764.818359375,0.0,1.8388671875,0.8893867135047913,765.19189453125,0.0,0.2244873046875,0.9001554846763611,765.510009765625,0.0,1.078125,0.8973478078842163,766.77978515625,0.0,0.476654052734375,0.8983812928199768,768.4951171875,0.0,0.7841796875,0.900326669216156,769.677734375,0.0,1.77978515625,0.9046239852905273,770.447265625,0.0,2.34375,0.9362205862998962,774.146484375,0.0,0.35595703125,0.9274695515632629,773.734375,0.0,1.244140625,0.9705583453178406,775.3828125,0.0,0.178955078125,1.0017075538635254,774.806640625,0.0,0.21875,1.062779188156128,773.67578125,0.0,0.81103515625,1.1239128112792969,773.324462890625,0.0,0.45068359375,1.1929090023040771,771.318359375,0.0,0.5391845703125,1.256629228591919,769.55078125,0.0,1.587890625,1.3436790704727173,767.34375,0.0,1.685546875,1.425544261932373,768.265625,0.0,0.3045654296875,1.5467957258224487,768.66015625,0.0,5.59619140625,1.6423364877700806,769.689453125,0.0,0.6953125,1.7612504959106445,768.1328125,0.0,1.12744140625,1.8733266592025757,760.24609375,0.0,2.9974365234375,2.073951005935669,539.4453125,0.0,6.6875,2.555159330368042,458.931640625,775.3828125,5.039306640625
23,10,0.0,0.4158134460449219,0.8031985759735107,4.6154022216796875,1.52587890625e-05,0.26775360107421875,0.8309570550918579,753.61279296875,6.103515625e-05,2.027099609375,0.8294864892959595,757.537109375,3.0517578125e-05,0.1356658935546875,0.8321152925491333,757.4931640625,6.103515625e-05,1.68798828125,0.8419984579086304,764.5908203125,0.0,0.32696533203125,0.8510748744010925,764.3603515625,0.0,0.36517333984375,0.864773154258728,764.6064453125,0.0,0.16796875,0.876002848148346,765.17138671875,0.0,1.578369140625,0.8842790722846985,764.9208984375,0.0,1.899169921875,0.891936182975769,765.19873046875,0.0,1.543701171875,0.9016140103340149,764.7802734375,0.0,0.242584228515625,0.9103342294692993,764.3671875,0.0,1.646728515625,0.9061372876167297,764.283203125,0.0,1.7612152099609375,0.9098716378211975,765.478515625,0.0,0.48681640625,0.9119617938995361,765.9248046875,0.0,1.670562744140625,0.9163280725479126,765.2861328125,0.0,0.021484375,0.9462918043136597,770.38427734375,0.0,0.33740234375,0.9342238306999207,769.3056640625,0.0,2.1923828125,0.9767881035804749,769.49609375,0.0,1.14599609375,1.0114259719848633,769.890625,0.0,1.992919921875,1.0722458362579346,768.751953125,0.0,1.69775390625,1.1439545154571533,768.26171875,0.0,0.86376953125,1.2215389013290405,767.1953125,0.0,1.27716064453125,1.3012070655822754,765.3046875,0.0,0.8359375,1.3924838304519653,764.515625,0.0,0.823974609375,1.4987231492996216,765.0859375,0.0,2.6533203125,1.6323436498641968,766.25390625,0.0,2.8505859375,1.7496364116668701,765.40625,0.0,0.2607421875,1.8907225131988525,764.3046875,0.0,1.724365234375,2.000669479370117,755.4765625,0.0,0.568359375,2.3075454235076904,721.9453125,0.0,2.71875,2.8410162925720215,499.46875,770.38427734375,4.6154022216796875
23,11,0.0,0.5599365234375,0.8033336997032166,4.8037109375,0.0,0.007080078125,0.8304585218429565,754.923095703125,0.0,0.0779876708984375,0.8283079862594604,758.555908203125,1.52587890625e-05,1.09466552734375,0.8295437097549438,758.987548828125,0.0,0.421875,0.8367260694503784,766.6279296875,0.0,0.72528076171875,0.8431493639945984,766.7607421875,0.0,0.2420654296875,0.8515459895133972,765.8458251953125,0.0,0.013671875,0.8555760383605957,764.6904296875,0.0,2.235595703125,0.857411801815033,763.96875,0.0,0.14727783203125,0.8604769110679626,763.494140625,0.0,0.571044921875,0.8651148676872253,762.734375,0.0,0.373291015625,0.870017945766449,761.70703125,0.0,0.218109130859375,0.8624778985977173,761.4296875,0.0,0.369873046875,0.857210636138916,762.9609375,0.0,0.1922607421875,0.8549390435218811,763.361328125,0.0,0.03749847412109375,0.8596048951148987,762.79296875,0.0,0.04052734375,0.8952735066413879,765.97265625,0.0,2.2525634765625,0.8827799558639526,764.75390625,0.0,1.23095703125,0.9274286031723022,765.95703125,0.0,0.55322265625,0.968077540397644,766.14453125,0.0,0.2060546875,1.036513090133667,763.8515625,0.0,0.484375,1.1088298559188843,763.1328125,0.0,2.15234375,1.1821368932724,762.78125,0.0,3.3046875,1.2603455781936646,760.4609375,0.0,0.6083984375,1.354697585105896,758.4296875,0.0,3.22265625,1.455085277557373,758.515625,0.0,0.58251953125,1.5901960134506226,759.015625,0.0,0.5498046875,1.6890267133712769,759.5625,0.0,0.197265625,1.8221157789230347,757.9296875,0.0,1.11669921875,1.9438612461090088,750.40625,0.0,3.75,2.1480860710144043,380.53125,0.0,6.7890625,2.733940362930298,658.431640625,766.7607421875,4.8037109375
23,12,4.76837158203125e-06,0.20700836181640625,0.810827910900116,4.958740234375,3.0517578125e-05,0.1820068359375,0.8384450078010559,754.4606323242188,0.0,1.9066162109375,0.8357565999031067,758.6396484375,2.288818359375e-05,0.804443359375,0.8368699550628662,758.974365234375,0.0,0.39276123046875,0.8450228571891785,767.162109375,0.0,2.3597412109375,0.8514553904533386,767.0908203125,0.0,0.94671630859375,0.8607381582260132,766.5498046875,0.0,0.833709716796875,0.867070198059082,766.7431640625,0.0,1.03564453125,0.8707387447357178,766.71533203125,0.0,0.4638671875,0.8737948536872864,766.7470703125,0.0,0.9495849609375,0.8798828721046448,766.394775390625,0.0,0.325439453125,0.8862830400466919,766.1028442382812,0.0,0.8250732421875,0.8771927356719971,766.094970703125,0.0,0.203826904296875,0.8761724829673767,767.7158203125,0.0,0.80743408203125,0.8775011897087097,767.67529296875,0.0,1.2467041015625,0.8830291032791138,767.49462890625,0.0,0.474365234375,0.9111155271530151,772.3427734375,0.0,0.62347412109375,0.9035117030143738,771.8193359375,0.0,1.62060546875,0.9424338340759277,772.1025390625,0.0,1.708984375,0.9766145944595337,771.548828125,0.0,0.619140625,1.0424787998199463,769.53125,0.0,1.7147216796875,1.115598440170288,768.68359375,0.0,0.75689697265625,1.1897600889205933,767.3203125,0.0,0.726806640625,1.250179409980774,766.04296875,0.0,0.998046875,1.3302446603775024,765.046875,0.0,0.021484375,1.414743423461914,766.5703125,0.0,0.74554443359375,1.527833342552185,767.03515625,0.0,1.94921875,1.628638505935669,768.3515625,0.0,3.75732421875,1.7514171600341797,767.5390625,0.0,0.0625,1.8635833263397217,762.01171875,0.0,0.119140625,2.069143056869507,394.890625,0.0,1.5625,2.5465402603149414,411.931640625,772.3427734375,4.958740234375
